PMID,Publication_Title
36548440,Induced expression of miR-1250-5p exerts tumor suppressive role in triple-negative breast cancer cells.
36548336,Combination of androgen receptor inhibitor enzalutamide with the CDK4/6 inhibitor ribociclib in triple negative breast cancer cells.
36548287,Cancer prevention in cancer predisposition syndromes: A protocol for testing the feasibility of building a hereditary cancer research registry and nurse navigator follow up model.
36548194,Eradication of Heterogeneous Tumors by T-Cells Targeted with Combination Bispecific Chemically Self-Assembled Nanorings (CSANs).
36548081,The UBE2C/CDH1/DEPTOR axis is an oncogene-tumor suppressor cascade in lung cancer cells.
36547997,Breast Reconstruction: Economic Impact Swiss Health Insurance System.
36547985,"Estimated Prevalence of Metastatic Breast Cancer in England, 2016-2021."
36547869,Promoters of BRCA testing under insurance coverage for non-metastatic breast cancer patients in Japan: a retrospective cohort study.
36547868,Characteristics of female breast cancer in japan: annual report of the National Clinical Database in 2018.
36547665,Targeting the progesterone receptor in breast cancer: mind the short form!
36547538,Delivery of Melittin as a Lytic Agent via Graphene Nanoparticles as Carriers to Breast Cancer Cells.
36547420,"Combination of Spirulina platensis, Ganoderma lucidum and Moringa oleifera Improves Cardiac Functions and Reduces Pro-Inflammatory Biomarkers in Preclinical Models of Short-Term Doxorubicin-Mediated Cardiotoxicity: New Frontiers in Cardioncology?"
36547361,Identification of the Collagen Types Essential for Mammalian Breast Acinar Structures.
36547345,Semi-Synthetic Click-Gelatin Hydrogels as Tunable Platforms for 3D Cancer Cell Culture.
36547220,Clinical and Histopathologic Profile of Patients with Cutaneous Metastasis in a Tertiary Hospital in the Philippines.
36547201,Novel ATM Gene c.5644 C > T (p.Arg1882*) Variant Detected in a Patient with Pancreatic Adenocarcinoma and Two Primary Non-Small Cell Lung Adenocarcinomas: A Case Report.
36547200,Sialyltransferases and Neuraminidases: Potential Targets for Cancer Treatment.
36547192,Access to Neoadjuvant Pertuzumab for HER2 Positive Breast Cancer in Canada: A Dilemma Increasingly Difficult to Explain.
36547182,Preoperative Radio(Chemo)Therapy in Breast Cancer: Time to Switch the Perspective?
36547177,"Fatigue, Emotional Distress, and Illness Uncertainty in Patients with Metastatic Cancer: Results from the Prospective NEOETIC_SEOM Study."
36547175,"Biomarker Discordances and Alterations Observed in Breast Cancer Treated with Neoadjuvant Chemotherapy: Causes, Frequencies, and Clinical Significances."
36547170,CDK4/6 Inhibitors as Upfront Treatment in a Patient with Breast Cancer Presenting with a Clinical Critic Situation: A Case Report and Review of the Literature.
36547168,Personality Traits and Coping Strategies Relevant to Posttraumatic Growth in Patients with Cancer and Survivors: A Systematic Literature Review.
36547164,Integrating Systematic Reviews into Supportive Care Trial Design: The Rethinking Clinical Trials (REaCT) Program.
36547151,Controlateral Symmetrisation in SRM for Breast Cancer: Now or Then? Immediate versus Delayed Symmetrisation in a Two-Stage Breast Reconstruction.
36547150,Subaxillary Replacement Flap Compared with the Round Block Displacement Technique in Oncoplastic Breast Conserving Surgery: Functional Outcomes of a Feasible One Stage Reconstruction.
36547148,Complete Surgical Excision Is Necessary following Vacuum-Assisted Biopsy for Breast Cancer.
36547140,Association of Surgical Margin Status with Oncologic Outcome in Patients Treated with Breast-Conserving Surgery.
36547135,Quantification of Women Who Could Benefit from Hormone Therapy after Endometrial Cancer Treatment: An Analysis of SEER Data.
36547133,"""It Will Lead You to Make Better Decisions about Your Health""-A Focus Group and Survey Study on Women's Attitudes towards Risk-Based Breast Cancer Screening and Personalised Risk Assessments."
36547132,Optimal Choice as First-Line Therapy for Patients with Triple-Negative Breast Cancer: A Bayesian Network Meta-Analysis.
36547124,The Clinicopathological Significance of BiP/GRP-78 in Breast Cancer: A Meta-Analysis of Public Datasets and Immunohistochemical Detection.
36547062,Somatic Mutations Alter Interleukin Signaling Pathways in Grade II Invasive Breast Cancer Patients: An Egyptian Experience.
36547059,Checkpoint Kinase 1 (CHK1) Functions as Both a Diagnostic Marker and a Regulator of Epithelial-to-Mesenchymal Transition (EMT) in Triple-Negative Breast Cancer.
36546919,Macromolecules Absorbed from Influenza Infection-Based Sera Modulate the Cellular Uptake of Polymeric Nanoparticles.
36546899,A Defucosylated Anti-EpCAM Monoclonal Antibody (EpMab-37-mG2a-f) Exerts Antitumor Activity in Xenograft Model.
36546603,"Commentary on Lehr, Hans-Anton, et al. (1997)."
36546552,Effects of a Plant-Based High-Protein Diet on Fatigue in Breast Cancer Patients Undergoing Adjuvant Chemotherapy - a Randomized Controlled Trial.
36546486,"Knowledge and attitudes relating to cervical and breast cancer among women in Maseru, Lesotho."
36546445,Multimodal ultrasound features of sclerosing adenosis of the breast: a case report.
36545969,Breast cancer: recent advances in molecular approaches.
36545949,Dual-Responsive STAT3 Inhibitor Nanoprodrug Combined with Oncolytic Virus Elicits Synergistic Antitumor Immune Responses by Igniting Pyroptosis.
36545890,Reproductive history and breast cancer survival: findings from the African Breast Cancer - Disparities in Outcomes cohort and implications of Africa's fertility transition on breast cancer prognosis.
36545721,Sulphur Containing Heterocyclic Compounds as Anticancer Agents.
36545696,Impact of Sentinel Lymph Node Biopsy on Treatment Decision and Survival in Patients Aged >=70 Years with Breast Cancer: A Retrospective Study.
36545584,Correction: Click functionalized biocompatible gadolinium oxide core-shell nanocarriers for imaging of breast cancer cells.
36545558,Severe thrombocytopenia and anemia as an initial presentation of breast cancer: A case report.
36545507,A review on the role of miR-671 in human disorders.
36545458,The Combination of CDK 4/6 Inhibitors plus Endocrine Treatment versus Endocrine Treatment Alone in Hormone-receptor (HR)-Positive breast Cancer: a Systematic Review and Meta-analysis.
36545426,Imaging Findings of Metaplastic Breast Carcinoma with Chondroid Differentiation: A Case Reports.
36545425,[Patterns in the Use and Perception of Digital Breast Tomosynthesis: A Survey of Korean Breast Radiologists].
36545411,Nodular Fasciitis of the Breast Mimicking Phyllodes Tumors: A Case Report and Literature Review.
36545362,Breast cancer radiation therapy: A bibliometric analysis of the scientific literature.
36545346,Investigation of Factors Influencing the Fear of Cancer Recurrence in Breast Cancer Patients Using Structural Equation Modeling: A Cross-Sectional Study.
36545273,Safely completed radiotherapy in a patient with breast cancer and right axillary vein approach cardiac pacemaker implantation: A case report.
36545255,ADAM12 abrogation alters immune cell infiltration and improves response to checkpoint blockade therapy in the T11 murine model of triple-negative breast cancer.
36545221,Multifunctional Graphene Oxide Nanodelivery Platform for Breast Cancer Treatment.
36545126,A 5-Pathway Signature Predicts Prognosis Based on Immune-Derived lncRNAs in Patients with Breast Cancer.
36544904,Metabolomic profiling of triple negative breast cancer cells suggests that valproic acid can enhance the anticancer effect of cisplatin.
36544809,Microsurgical Breast Reconstruction: Maximizing Success.
36544791,A bibliometric and visualization analysis on the association between chronic exposure to fine particulate matter and cancer risk.
36544779,Correlation of the TIGIT-PVR immune checkpoint axis with clinicopathological features in triple-negative breast cancer.
36544708,Assessing the causality between thyroid and breast neoplasms: A bidirectional Mendelian randomization study.
36544628,Efficacy and safety of pyrotinib and radiotherapy vs. pyrotinib-based therapy in patients with HER2+ breast cancer with brain metastasis: a retrospective cohort study.
36544523,In vivo study of anticancer activity of ginsenoside Rh2-containing arginine-reduced graphene in a mouse model of breast cancer.
36544280,"Advantages and Disadvantages of Two In Vitro Assays in Evaluating Aromatase Activity: ""A Cell-Based and a Cell-Free Assay""."
36544278,Genetic testing women with newly diagnosed breast cancer: What criteria are the most predictive of a positive test?
36544225,"Breast cancer worry, uncertainty, and perceived risk following breast density notification in a longitudinal mammography screening cohort."
36544182,Clinical characteristics and survival analysis of Chinese ovarian cancer patients with RAD51D germline mutations.
36544167,"Microcalcifications, mammographic breast density, and risk of breast cancer: a cohort study."
36544164,Long term trends of breast cancer incidence according to proliferation status.
36544128,Use of LigaSure vessel sealing system versus conventional axillary dissection in breast cancer patients: a retrospective comparative study.
36544126,A prospective observational study for a Federated Artificial Intelligence solution for moniToring mental Health status after cancer treatment (FAITH): study protocol.
36544021,R-loop-derived cytoplasmic RNA-DNA hybrids activate an immune response.
36543994,"Cancer statistics in Chinese older people, 2022: current burden, time trends, and comparisons with the US, Japan, and the Republic of Korea."
36543879,Recurrent germline variant in ATM associated with familial myeloproliferative neoplasms.
36543807,Increased risk of malignancy in patients with Takayasu's arteritis: a population-based cohort study in Korea.
36543699,Community Health Workers to Increase Cancer Screening: 3 Community Guide Systematic Reviews.
36543686,Pregnancy-Associated Breast Cancer in BRCA1/2 Carriers: Is Intensified Breast Ultrasound Surveillance Warranted?
36543681,[Bisphenol A and breast cancer: State of knowledge and meta-analysis].
36543600,Prevention of breast cancer-related lymphoedema: Quality of clinical practice guidelines and variations in recommendations.
36543379,Modification of PLAC8 by UFM1 affects tumorous proliferation and immune response by impacting PD-L1 levels in triple-negative breast cancer.
36543377,Tumor-associated neutrophils and macrophages exacerbate antidrug IgG-mediated anaphylactic reaction against an immune checkpoint inhibitor.
36543349,Sensitivity and complications of thoracentesis and thoracoscopy: a meta-analysis.
36543162,"Proteinuria and Risk for Heart Failure in 55,191 Patients Having History of Cancer."
36543118,HRD-related morphology discovery in breast cancer by controlling for confounding factors.
36543102,Artificial intelligence in breast cancer diagnostics.
36543098,Uncovering the molecular subtypes of triple-negative breast cancer with a noninvasive radiomic methodology.
36543055,The effects of prolonged intraoperative hypothermia on patient outcomes in immediate implant-based breast reconstruction.
36543006,Study of potential inhibition of the estrogen receptor alpha by cannabinoids using an in silico approach: Agonist vs antagonist mechanism.
36542938,Improving performance of cell imprinted PDMS by integrating boronate affinity and local post-imprinting modification for selective capture of circulating tumor cells from cancer patients.
36542934,Relationship between FDG-PET and the immune microenvironment in breast cancer.
36542904,Development and validation of a risk score (Delay-7) to predict the occurrence of a treatment delay following cycle 1 chemotherapy.
36542866,Intratumoral and peritumoral radiomics for preoperatively predicting the axillary Non-sentinel lymph node metastasis in breast cancer on the basis of Contrast-Enhanced mammography: A multicenter study.
36542825,NOHA: A Promising Biomarker for Determining Estrogen Receptor Status Among Patients With Breast Cancer in Resource-Constrained Settings.
36542781,[Associating prognostic factors with clinical results in locally advanced breast cancer].
36542678,Age-specific survival trends and life-years lost in women with breast cancer 1990-2016: the NORDCAN survival studies.
36542647,Impact of early detection on cancer curability: A modified Delphi panel study.
36542580,[Therapeutic alternatives for drug-associated maxillary osteonecrosis (MRONJ): reports of two clinical cases and review of the literature].
36542569,Syringomatous Adenoma of the Nipple with Associated Invasive Carcinoma: A Case Report.
36542511,Common vaccines and the risk of incident dementia: a population-based cohort study.
36542482,Ras-mediated activation of mTORC2 promotes breast epithelial cell migration and invasion.
36542473,Aerobic exercise training resets the human skeletal muscle methylome 10 years after breast cancer treatment and survival.
36542459,Sulforaphane Suppresses MCF-7 Breast Cancer Cells Growth via miR-19/PTEN Axis to Antagonize the Effect of Butyl Benzyl Phthalate.
36542320,Deep learning-based system for automatic prediction of triple-negative breast cancer from ultrasound images.
